id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
68396,Zhongxiao Dunhua Studio C near MRT,339014,Lisa,,大安區,25.042579729719883,121.55364735398231,Entire home/apt,1544,7,2,2018-06-20,0.03,13,296
68398,Tonghua Vacation Studio C,339014,Lisa,,大安區,25.029252860369635,121.55560906545534,Entire home/apt,926,30,6,2016-12-04,0.08,13,313
74641,黑白雙人房@南京復興站｡小巨蛋斜對面｡溫泉式浴缸｡,393116,Yi-Wan,,松山區,25.051586771863008,121.54747290451549,Private room,1544,2,43,2018-11-19,0.50,4,44
74643,小巨蛋｡南京復興站溫馨套房,393116,Yi-Wan,,松山區,25.05067399631369,121.54568336995456,Private room,1297,2,45,2018-10-21,0.48,4,71
178036,單人床位 Single bunk bed [mixed dorm for 4pax],851825,TaipeiTaipei Hostel,,中正區,25.044876561982644,121.5130474960245,Shared room,401,1,51,2018-10-28,0.57,8,341
237684,Family Presidential Loft,339014,Lisa,,大安區,25.027937732634378,121.54780713477564,Entire home/apt,4013,7,2,2015-01-08,0.04,13,336
266837,"3B2b - 3 Min to MRT, 101 & Night Market Flair",1398361,Roger,,大安區,25.03106259633463,121.5540802611592,Entire home/apt,3242,1,100,2018-11-08,1.17,11,55
268604,Flowery Garden One Bedroom,339014,Lisa,,信義區,25.024818016316544,121.55411769055303,Entire home/apt,1544,30,0,,,13,276
271733,Taipei Rooftop - Whole apartment!,242033,Robyn And David,,文山區,25.003841076128182,121.55572581952055,Entire home/apt,1297,4,51,2018-10-21,0.61,1,61
289296,Fabulous studio - Center Taipei,1338052,Herman,,大安區,25.043351730261502,121.55006859988497,Entire home/apt,2562,28,22,2018-11-15,0.45,2,365
289298,Fabulous Studio in heart of Taipei,1338052,Herman,,中山區,25.08006947898509,121.55908068285575,Entire home/apt,1729,1,128,2018-11-12,1.89,2,330
333362,"2min walk to MRT, Quiet good sleep",1698423,Jojo,,中山區,25.079206716939805,121.5512801776511,Entire home/apt,1327,365,79,2015-08-26,0.96,1,365
357836,"CENTER CITY GEM 2B1b - Daan District, MRT 2.5 min",1398361,Roger,,大安區,25.02704269670446,121.54329968427548,Entire home/apt,2778,2,92,2018-11-02,1.15,11,150
370310,Double Room/Co-living/Guting MRT 3min/Shida/Cozy,1866388,Eight,,中正區,25.023209334719848,121.52340424570937,Private room,1389,1,0,,,9,178
370312,Ensuite Triple Room/Co-living/Guting MRT 3min,1866388,Eight,,中正區,25.022946777889135,121.52256108127577,Private room,2038,1,6,2018-04-14,0.07,9,265
375720,"CENTER CITY 1B1b, Daan District, MRT 2.5 Min",1398361,Roger,,大安區,25.02866387796419,121.5433041668365,Entire home/apt,1235,3,74,2018-11-25,0.91,11,58
419399,Boutique Loft@East Village(東區),6629707,Loft87,,松山區,25.048142776761107,121.54579245095837,Entire home/apt,2007,30,134,2017-12-07,1.67,5,351
432223,Cozy Suite. 3 Min Walk to ZhongxiaoFuxing MRT,2121659,Jack,,大安區,25.042557600284653,121.5446053449906,Private room,2192,1,83,2018-11-26,1.11,23,354
432237,Cozy Suite. 3 Min Walk to Zhongxiao Fuxing MRT,2121659,Jack,,大安區,25.04267882573716,121.54336729276532,Private room,2593,1,78,2018-11-21,1.01,23,355
458195,Cozy Suite. 3 Min Walk to Zhongxiao Fuxing MRT,2121659,Jack,,大安區,25.044298776767125,121.54400999695648,Private room,1513,1,57,2018-08-04,0.72,23,356
458196,Cozy Suite. 3 Min Walk to Zhongxiao Fuxing MRT,2121659,Jack,,大安區,25.04370459482327,121.54543816799978,Private room,1698,1,26,2018-08-16,0.33,23,352
637720,Single Room/Co-living/Guting MRT 3min/Shida/Cozy,1866388,Eight,,中正區,25.023505124273434,121.52188678380031,Private room,1050,1,6,2018-06-09,0.08,9,167
642746,單人床位 Single bunk bed [Mixed dorm for 12pax],851825,TaipeiTaipei Hostel,,中正區,25.045321628048985,121.51490265054339,Shared room,463,1,24,2018-10-02,0.35,8,332
642748,單人床位 Single bunk bed [female dorm for 10pax],851825,TaipeiTaipei Hostel,,中正區,25.044200617183005,121.51199631360613,Shared room,340,1,33,2018-10-23,0.44,8,332
646629,Skygarden central rooftop apartment,3204303,Kate,,大安區,25.018453514343463,121.53228905935957,Entire home/apt,2624,2,209,2018-11-11,2.86,1,142
694446,Private suites in Taipei Shihlin 天母,3554221,Sophie,,士林區,25.11304028885728,121.53453863546397,Entire home/apt,864,3,148,2018-10-16,1.99,2,47
697749,Tonghua Vacation Studio A,339014,Lisa,,大安區,25.029138989448388,121.55622849564443,Entire home/apt,926,30,2,2017-12-15,0.04,13,89
697760,Tonghua Vacation Studio D,339014,Lisa,,大安區,25.030479425830205,121.55392064439175,Entire home/apt,926,30,1,2016-08-31,0.04,13,118
697805,Tonghua Vacation Studio E,339014,Lisa,,大安區,25.02998594455109,121.55434377151511,Entire home/apt,926,30,3,2018-09-21,0.05,13,313
713379,Relaxing & Tranquil near Beitou MRT,3671183,Chih Chih,,北投區,25.143393542027102,121.5056985769583,Entire home/apt,2809,2,35,2016-01-01,0.48,1,360
718493,(双卧房) Loft Style Flat,3705836,Gordon,,內湖區,25.067747332842554,121.58417202964608,Entire home/apt,1852,1,68,2018-11-09,0.92,11,344
761561,Studio with kitchen near Guting MRT,4014285,Pei,,中正區,25.024990119543823,121.52322479687369,Entire home/apt,2161,5,20,2018-11-14,0.28,1,281
775256,Mrt Stay-单人套房(使用独立卫浴),3876009,畅游台湾,,萬華區,25.03647828034247,121.49757308744637,Private room,1235,2,1,2012-11-26,0.01,5,0
775269,近台北市地铁站-Mrt Stay 2人套房-(使用独立卫浴),3876009,畅游台湾,,萬華區,25.03577983635474,121.49763687988603,Private room,1574,2,2,2016-12-31,0.08,5,0
775279,近地铁站-Mrt Stay3人套房-(使用独立卫浴),3876009,畅游台湾,,萬華區,25.03647356034556,121.4990534372639,Private room,2254,2,1,2013-05-04,0.01,5,0
775287,Taipei Mrt Apt-西門町下一站/近地鐵口-#0204*6p,3876009,畅游台湾,,萬華區,25.036209509797285,121.49834146479779,Private room,4507,2,1,2013-01-03,0.01,5,0
775293,近台北市地铁站-Mrt Stay 4人套房-(使用独立卫浴),3876009,畅游台湾,,萬華區,25.034631513271933,121.49845088816006,Private room,2995,2,5,2017-01-02,0.07,5,0
777433,Modern Loft in Taipei Dazhi area,4100423,Victor,,中山區,25.08279559825436,121.55057206752892,Entire home/apt,1389,3,114,2018-10-23,1.57,2,138
786021,不挑房獨立3人套房 3P Room,4144060,台北車站捷運住宿,,中山區,25.048386317014195,121.52210584612453,Private room,1698,1,4,2018-02-18,0.15,6,355
786035,不挑房獨立4人套房 4P ROOM,4144060,台北車站捷運住宿,,中山區,25.04839530913203,121.52233358321193,Private room,2007,1,3,2017-05-28,0.13,6,355
786040,獨立2人套房不挑房 2P ROOM,4144060,台北車站捷運住宿,,中山區,25.048430722758624,121.52315042181337,Private room,1204,1,18,2018-02-18,0.71,6,355
828822,"1mintoMRTNeartaipei101/w-hotel,",4134671,TaipeiAliceHome,,信義區,25.042740404833673,121.56549049028885,Entire home/apt,3056,2,22,2018-05-23,0.31,5,145
831240,Twin Room/Co-living/Guting MRT 3min/Shida/Cozy,1866388,Eight,,中正區,25.024840218382153,121.52213687400521,Private room,1389,1,2,2015-07-20,0.05,9,171
837546,"海婆婆TPEshort rent ,Xihu MRT,2 bed A",4377110,Alice,,內湖區,25.083830800829794,121.56325487314878,Private room,1852,2,3,2018-01-01,0.05,13,360
837558,"HIPOPO TPE short rental, Xihu MRT C",4377110,Alice,,內湖區,25.08381368272993,121.56433438778879,Private room,1667,2,1,2017-03-04,0.05,13,361
837563,"海婆婆 TPE short rental, Xihu MRT F",4377110,Alice,,內湖區,25.084154557875383,121.56383917351108,Private room,1420,2,3,2018-09-01,0.27,13,362
840983,海婆婆 Taipei short rental MRT Xihu,4377110,Alice,,內湖區,25.083164994549648,121.56779686452127,Entire home/apt,2346,6,4,2016-01-05,0.06,13,355
846845,"Taipei Boutique.Near MRT,near SOGO &Braze Dept.",4134671,TaipeiAliceHome,,大安區,25.042207752247197,121.54096751640301,Entire home/apt,2315,2,53,2018-02-14,0.74,5,352
855470,"HIPOPO TPE short rental,MRT Xihu 6B",4377110,Alice,,內湖區,25.084181069686053,121.56274640815357,Private room,1636,2,0,,,13,362
855471,"HIPOPO TPE short rental,MRT Xihu 6A",4377110,Alice,,內湖區,25.083040842113615,121.56582668870796,Private room,1544,1,1,2018-11-18,1,13,360
856747,New Studio in Taipei City Center,4045928,Daven,,中正區,25.036202089104023,121.52865570226338,Entire home/apt,1266,1,180,2018-11-07,2.51,5,33
858235,"HIPOPO TPE short rental,MRT Xihu G",4377110,Alice,,內湖區,25.083090094865224,121.5645624563841,Private room,1235,6,12,2018-10-30,0.25,13,364
862259,ZhongxiaoFuxing(superior),4519409,SogoStay,,大安區,25.044266630816786,121.54592775736671,Private room,1266,1,7,2018-07-28,0.11,4,162
862266,ZhongxiaoFuxing(superior-1),4519409,SogoStay,,大安區,25.04397739653773,121.54472414150742,Private room,1266,1,1,2014-05-06,0.02,4,88
868430,Cheap Private Double room in Surfin Taipei,4180592,Surfin' Taipei,,中正區,25.04452892911755,121.51490297567932,Private room,772,2,99,2018-11-25,1.48,9,335
869581,"Resort Living in Tianmu, Taipei",4581891,Sophia,,士林區,25.12502391242098,121.5338461131329,Entire home/apt,2964,6,26,2018-10-31,0.38,2,275
876209,City Center Loft Apartment 1min MRT,1315699,Cassie,,中山區,25.062624997483933,121.52626049202632,Entire home/apt,2871,5,71,2018-11-22,1.02,1,170
889252,Cheap Private Doubled-bed room in Surfin Taipei,4180592,Surfin' Taipei,,中正區,25.042697576035213,121.51563051914557,Private room,772,2,72,2018-10-28,1.03,9,258
889269,8-bed mixed dorm@On My Way Taipei Hostel,4717608,On My Way Taipei Hostel,,北投區,25.13262340121757,121.50102010939017,Shared room,587,1,41,2018-06-17,0.63,4,350
889272,Cheap Single Private Room in Surfin Taipei,4180592,Surfin' Taipei,,中正區,25.043840197919334,121.51550131990004,Private room,648,2,66,2018-11-04,0.95,9,343
889292,Mixed Dorm for 6  (8 mins from Main Station),4180592,Surfin' Taipei,,中正區,25.043993103054955,121.51521438248798,Shared room,494,2,67,2018-04-24,0.96,9,315
891182,Economic Double  room (No Window) 經濟無窗客房,4402118,Hotel,,中山區,25.050052213410392,121.52050347863768,Private room,2192,2,0,,,2,0
891226,Deluxe Double Bed Room (Window),4402118,Hotel,,中山區,25.050005595780817,121.52023459647332,Private room,2161,2,0,,,2,0
897064,Standard Double. Zhongxiao Fuxing MRT 3 Min Walk,2121659,Jack,,大安區,25.043115556548806,121.54149818461947,Private room,1111,1,4,2015-05-03,0.06,23,355
899766,6 bed mixed dorm @ on my way hostel,4717608,On My Way Taipei Hostel,,北投區,25.13275836386439,121.50016182767641,Shared room,587,1,17,2018-11-12,0.35,4,359
913210,Come inn taipeiⅠ館(一分鐘走路大安站,4901847,Come Inn Taipei,,大安區,25.03339782625123,121.55049788598117,Private room,1791,3,6,2018-01-21,0.09,19,348
913211,Come inn taipeiⅠ館(一分鐘大安站,4901847,Come Inn Taipei,,大安區,25.03238338401329,121.55055828981762,Private room,1976,3,3,2016-01-05,0.04,19,359
913215,Come inn taipeiⅠ館(走路一分鐘大安站,4901847,Come Inn Taipei,,大安區,25.032554089083625,121.5507668487017,Private room,1791,3,3,2018-09-24,0.04,19,362
913216,Come inn taipei 1館 (大安站一分鐘,4901847,Come Inn Taipei,,大安區,25.032589468387727,121.55132777198355,Private room,1976,3,3,2014-12-26,0.04,19,357
913217,Come inn taipeiⅠ館(1分鐘大安站,4901847,Come Inn Taipei,,大安區,25.03203580727852,121.55041268019986,Private room,1976,3,0,,,19,364
913218,Come inn taipeiⅠ(一分鐘到達大安站,4901847,Come Inn Taipei,,大安區,25.032385426577854,121.54935449638877,Private room,2470,3,4,2014-10-06,0.06,19,355
913219,Come inn taipeiⅠ館(一分鐘走路大安站,4901847,Come Inn Taipei,,大安區,25.032729919971334,121.54993676314584,Private room,1791,3,1,2015-01-05,0.02,19,364
913220,Come inn taipeiⅠ(大安站一分鐘,4901847,Come Inn Taipei,,大安區,25.032255869629477,121.55112327433739,Private room,1976,3,0,,,19,364
915276,Come inn taipeiⅠ(1 min to Da-an MRT,4901847,Come Inn Taipei,,大安區,25.03290348375946,121.545507557867,Private room,1976,3,6,2016-12-31,0.09,19,360
924148,Eagle Nest over Qilian MRT Station,4762726,FuJen,,北投區,25.11878812104448,121.50737550166413,Entire home/apt,2038,1,114,2018-10-27,1.81,6,209
938304,Best APT in center Taipei 1 min MRT,5067817,Jennifer,,大安區,25.04170891076971,121.55182630732675,Entire home/apt,2377,1,123,2018-11-20,2.39,3,203
948342,Best location- Parisian decor studio 3mins to MRT,5141964,Matty,,大安區,25.04383977721848,121.54973510559525,Entire home/apt,1760,2,114,2018-10-21,1.71,16,334
952413,台北市中心 忠孝復興捷運站旁 居遊公寓,5100870,Kathy,,大安區,25.042339525084845,121.54233235093783,Entire home/apt,3797,2,147,2018-11-19,2.18,1,163
954073,GingerKaffe Art Guest House,5181530,Ginger,,大同區,25.05862814637648,121.52012968022159,Private room,710,2,31,2016-12-02,0.45,3,340
957417,"❤️ Spacious, clean, 3 mins to Metro, fits 4 to12",5206771,Alex,,文山區,25.006087050594438,121.55758468529314,Entire home/apt,3025,2,115,2018-11-12,2.11,1,223
963051,短期租屋套房.台北日安,5247611,Fiona,,信義區,25.03628296367981,121.5581524985208,Private room,1791,2,1,2017-01-05,0.04,4,349
969958,A cozy room at the center of Taipei,1641790,Lyric,,大安區,25.04107533735126,121.53436588673074,Private room,2470,2,5,2016-12-22,0.08,1,360
977515,Dan's House Taipei 101 SOGO Eslite,5348824,Dan,,大安區,25.044197002311154,121.54029725045672,Entire home/apt,803,1,90,2018-11-04,1.30,2,339
983054,6F2_Apartments for Rent near Academia Sinica,5386798,Jej,,南港區,25.036955152080303,121.61383896026736,Private room,803,2,34,2018-02-19,0.58,8,330
995079,海婆婆短期屋HiPoPo Taipei short rental B,4377110,Alice,,內湖區,25.082518189672232,121.57092788283472,Entire home/apt,1852,6,6,2018-11-04,0.17,13,359
995152,Boutique Loft@East District(東區),1394759,Ms. A,,松山區,25.04851290795935,121.54476958575118,Entire home/apt,1698,3,10,2018-11-11,0.15,4,351
995506,53 Apartmen Suites TAIPEI Station A,5469183,Sansan And JD,,中山區,25.04830940347119,121.52198843694465,Private room,1204,2,140,2018-01-28,2.08,3,133
995592,53 Apartmen Suites TAIPEI Station B,5469183,Sansan And JD,,中山區,25.048488822128192,121.52352220570111,Private room,1451,2,114,2018-08-06,1.66,3,118
996009,Good location near MRT. Cheap price,5471813,Taipei Shelter,,士林區,25.088386691450474,121.52084341461935,Private room,1544,3,6,2013-12-18,0.09,3,362
996564,Cozy room 5 mins Yongchun station,4879448,Toni,,信義區,25.042788197582365,121.57530130289344,Private room,648,2,118,2018-10-29,1.71,3,53
997153,53 Apartmen Suites TAIPEI Station C,5469183,Sansan And JD,,中山區,25.048906664677823,121.52135845431536,Entire home/apt,1451,2,107,2017-09-07,1.86,3,330
997692,海婆婆短期屋HiPoPo Taipei short rental A,4377110,Alice,,內湖區,25.082733797277005,121.56966940187772,Entire home/apt,2346,2,1,2015-01-04,0.02,13,361
1000580,short rental Xihu MRT garden room,4377110,Alice,,內湖區,25.083141126732087,121.56404206798634,Entire home/apt,2099,6,3,2018-11-01,0.05,13,334
1005791,Zhongshan MRT Stay~Rose Garden(207),5189600,Rebecca,,中山區,25.05207448999327,121.52463697878238,Entire home/apt,1204,30,28,2018-09-29,0.41,4,331
1005851,Zhongshan MRT ~Blue Wizard (R205),5189600,Rebecca,,中山區,25.053866757036282,121.52262298573706,Entire home/apt,1204,30,27,2018-09-05,0.40,4,320
1006595,Zhongshan MRT~Romantic Orange(R206),5189600,Rebecca,,中山區,25.05719649722308,121.52195163031733,Entire home/apt,1204,28,14,2016-10-30,0.20,4,172
1006643,Zhongshan MRT~Rabbit Forest(R204)~,5189600,Rebecca,,中山區,25.056719795418424,121.52415242954318,Entire home/apt,1204,30,18,2018-08-21,0.26,4,311
1012318,A Modern Beitou Stay with Family,5559414,Ej & Mt,,北投區,25.124618482079914,121.46619516789092,Entire home/apt,6607,1,15,2018-02-18,0.22,3,163
1014990,Zhongxiao Dunhua Studio A near MRT,339014,Lisa,,大安區,25.041145317517376,121.55360672593162,Entire home/apt,1544,7,0,,,13,271
1015037,Zhongxiao Dunhua Studio B near MRT,339014,Lisa,,大安區,25.041107191403178,121.55228257077246,Entire home/apt,1544,7,3,2018-10-22,0.06,13,305
1015088,Zhongxiao Dunhua Studio D near MRT,339014,Lisa,,大安區,25.040818852706188,121.55259805367375,Entire home/apt,1544,7,4,2018-10-15,0.12,13,342
1019509,"MRT Zhongxiao Xinsheng, Najing E ",5384732,Kathy,,中山區,25.04911422980787,121.53102642265644,Private room,9015,1,0,,,1,365
1038678,Modern Office/Lounge & Bed in TPE,5718183,Hank,,中正區,25.028182355008095,121.51666036746677,Entire home/apt,2995,3,97,2018-11-04,1.63,1,311
1040170,Cheap Private Room (1-3 people) in Surfin Taipei,4180592,Surfin' Taipei,,中正區,25.043158098393043,121.51526461833024,Private room,648,2,53,2018-08-18,0.78,9,326
1041596,Cozy Homestay Orchid Room for 3,5734065,Reachi9,,中山區,25.045690845862264,121.54233306246611,Private room,2871,1,5,2015-05-01,0.10,6,37
1044472,Standard Double. Zhongxiao Fuxing MRT 3 Min Walk,2121659,Jack,,大安區,25.04473453063511,121.54239414226787,Private room,1111,1,7,2018-02-10,0.14,23,359
1046394,Dazzling Loft@5mins to Daan MRT w/ Balcony (大安捷运站),6629707,Loft87,,大安區,25.035408474476537,121.5467023900603,Entire home/apt,2439,28,114,2018-06-18,1.67,5,313
1064105,Lovely cozy apart 台北南港舒適公寓 near MRT,5857419,Will,,南港區,25.05411477318008,121.61682774032882,Entire home/apt,1358,2,3,2016-12-04,0.09,1,0
1072856,Classic Soho Room with Taipei 101 view (Twin beds),5785514,NK Hostel小公館人文旅舍,,松山區,25.050342148208895,121.5699147799121,Private room,2192,1,34,2018-02-23,0.52,9,103
1072857,Chic & Clean for 2 with River view,5785514,NK Hostel小公館人文旅舍,,松山區,25.051994690347797,121.56931911253432,Private room,2192,1,25,2018-08-21,0.40,9,176
1072858,Soho Boutique 101 view (with Balcony),5785514,NK Hostel小公館人文旅舍,,松山區,25.05213461866382,121.56914095467424,Private room,2871,1,9,2018-06-10,0.21,9,103
1085641,"====Stylish, central apt w. kitchen",5967782,Jim,,中山區,25.048039656818208,121.54314128525267,Entire home/apt,1389,14,7,2018-04-11,0.13,1,193
1088553,Double Room Near Beitou MRT. Original Taipei life.,5981792,Solo Singer,,北投區,25.133101063809544,121.50199938978315,Private room,5186,1,10,2018-10-26,0.21,3,99
1093787,"〈Mixed Dorm〉Steal your heart, Leave your story",3895592,Homey Hostel,,大同區,25.05156625177841,121.51477840155786,Shared room,617,1,147,2018-11-18,2.32,13,346
1094125,2 bedroom unit at the HEART of TPE!,51827,Jan,,大安區,25.042463199673776,121.55356846832368,Entire home/apt,5989,3,57,2018-10-08,0.92,19,338
1097851,Studio near MRT City Hall & 101 BLD,6033578,Ck,,信義區,25.04145413426935,121.56607641410267,Entire home/apt,3982,2,194,2018-11-18,3.08,1,346
1102678,Taipei Manor I,32611,Danny,,中山區,25.053073743811865,121.53428572912067,Entire home/apt,5248,2,182,2018-10-20,2.69,4,343
1108898,Homelike B&B @ Walk to Taipei 101,5689283,Fong-Yu,,信義區,25.041067206330023,121.5631669401149,Private room,1358,2,117,2018-11-19,1.76,2,344
1120179,♥  Spacious Studio  at ♥ of Taipei ♥ sleeps 4,51827,Jan,,大安區,25.042475916997763,121.55443484348227,Entire home/apt,2995,3,46,2018-11-07,0.75,19,327
1120310,Cozy 2 bdrm BEST location ,51827,Jan,,大安區,25.040133301526012,121.55331137782167,Entire home/apt,4013,3,34,2018-09-28,0.57,19,247
1132990,Cozy MRT Room Xinyi District 5 mins信義永春套房衛浴洗衣機,4879448,Toni,,信義區,25.043591337394577,121.57555365191052,Entire home/apt,926,2,114,2018-10-31,1.69,3,33
1139869,Loft two beds room-near MRT/45mins by airport bus,6251774,Scott,,大安區,25.027650995220124,121.5486921563888,Entire home/apt,2593,3,120,2018-09-16,3.35,1,104
1155816,"有廚房的雙人房 MRT 5mins, Cozy Room w/Kitchen",5363323,Olga,,中正區,25.013228742261205,121.53547954705903,Private room,988,5,50,2018-09-09,0.77,8,167
1156100,FreeBird Apt XII- 1 min to Ximen MRT. 2~5P,7662932,Eric,,萬華區,25.04264477773989,121.50769918831509,Entire home/apt,1513,1,182,2018-11-07,2.83,34,285
1224615,Taipei Main Station Apt for three,5734065,Reachi9,,中正區,25.048117808036,121.51685673588467,Entire home/apt,2902,2,5,2018-01-02,0.11,6,85
1259320,Sunlight AnHe 2BR  / next to subway,398519,Shane,,大安區,25.03392527236279,121.55327248274281,Entire home/apt,3303,4,111,2018-11-18,1.69,1,321
1276739,1F Private room (1~2 persons),6949489,Eddie,,松山區,25.05715950059091,121.55420834605297,Entire home/apt,648,2,140,2017-10-09,2.24,1,0
1276986,K&S Taipei 101 View Home,5966791,Ken And Sarah,,南港區,25.053480725005418,121.59966999014185,Entire home/apt,2408,2,11,2016-11-28,0.17,2,297
1297987,Across from Taipei Main Station!,5992856,John,,中正區,25.046072381485256,121.51489000310053,Entire home/apt,2007,3,105,2018-11-06,1.65,1,296
1298771,3 min to Nanjing-Fuxing Station (2 MRT lines);,7061194,Jenny,,中山區,25.04974788795349,121.54375365806565,Entire home/apt,2501,1,105,2018-11-11,2.87,1,138
1345749,Cheap Single Private Room near MRT,4180592,Surfin' Taipei,,中正區,25.043193279347815,121.5172716792607,Private room,648,2,14,2018-02-13,0.24,9,313
1356829,Joy's Apt. 兩房一廳､廚房､衛浴､中信園區及南港軟體園區捷運站旁,943278,Joy,,南港區,25.059746525702558,121.61500476676038,Entire home/apt,2470,7,46,2018-10-28,0.71,4,264
1388948,Taipei101 Songde apartments house,7513408,Travis,,信義區,25.033476304018684,121.57403132642146,Entire home/apt,2995,6,0,,,1,59
1414613,"SHIPAI,MRT3min,WIFI,suite2A駅から3分套房",7121137,David,,北投區,25.118637864255287,121.51369297606328,Private room,864,1,54,2018-09-16,0.87,12,325
1417751,Two Bedroom Taipei Center Condo,179356,Stone,,松山區,25.05899904321036,121.55201846702755,Entire home/apt,2809,3,1,2016-12-19,0.03,1,0
1423270,New Studio: Bright and Cozy,4045928,Daven,,中正區,25.03555377065776,121.5288310665472,Entire home/apt,1235,1,190,2018-11-10,2.97,5,333
1439899,Vintage Double room in Taipei/5 mins to Shilin MRT,7733762,Ssu-Hwa,,士林區,25.095706557536985,121.52328408741197,Private room,741,2,107,2018-11-10,3.86,2,0
1442850,BP Taipei MRT Apartment 2-1,7747610,Mimas,,中山區,25.058698239047107,121.52114529418337,Entire home/apt,1883,3,71,2018-11-10,1.26,5,358
1451729,Comfy room in Taipei Downtown,7789990,Mathieu & Nicole,,松山區,25.046845556093874,121.55456180657352,Private room,834,2,72,2016-12-03,1.12,1,149
1456893,閣樓小旅店- GingerKaffe Art Guest House,5181530,Ginger,,中山區,25.057694436156915,121.52074612260716,Private room,587,2,7,2016-08-17,0.13,3,299
1472636,"@MRT西門町站,經濟單人房雙人床~舒適空間~交通便利",7884476,Daisy,,萬華區,25.044333056104602,121.50109094153282,Private room,895,365,0,,,1,365
1506621,NiNi's Grandma X Apartment MRT 5mins,8048108,Whity,,中山區,25.06052009098879,121.5311566306652,Private room,803,2,77,2018-10-28,4.85,4,322
1521746,G9 Ximen MRT Double room 1:10%discount for 7 days,8122096,G9stay,,萬華區,25.04336113400819,121.50377325747228,Private room,741,2,52,2018-11-08,1.20,9,83
1538197,"MRT Dongmen,Yongkang Street, Loft ",7993217,Ying,,中正區,25.03482320244986,121.52723449373329,Entire home/apt,2840,3,71,2018-11-25,1.27,1,341
1542861,台北國父紀念館捷運小豪宅Taipei MRT 's apt,8223254,Joanne,,大安區,25.04132686464786,121.55672790486356,Entire home/apt,4631,2,111,2018-10-17,1.76,1,333
1568217,One Bedroom near MRT and Taipei 101,5664732,J&D,,大安區,25.031176816646898,121.55516433353272,Entire home/apt,2192,20,41,2018-10-31,0.65,1,63
1581204,西門兩房一廳 家庭房,7559496,7 Minutes / Ximending,,萬華區,25.043036287762305,121.50486977679721,Entire home/apt,1852,1,221,2018-11-11,3.47,7,130
1595126,台北西門町-Ximenting HappyHome 雙人房,8507014,Tailin,,萬華區,25.042566175382305,121.50656341135192,Private room,957,1,38,2018-11-13,0.61,7,162
1599241,Tianmu long-term Home Stay 天母長期家庭住宿,6378689,Wei Wei,,士林區,25.113345687585213,121.52752433013929,Private room,5001,1,1,2018-11-22,1,2,363
1610619,SPRING SUITE Apartment,8577376,Sonnia,,北投區,25.1355801432155,121.50902678943339,Entire home/apt,2099,2,34,2018-04-11,0.65,1,253
1615908,TPE101 view東區 ❤三民MRT松山機場微熱山丘❤可洗衣炊煮❤spacious suit,6177912,Jolene,,松山區,25.057346445824244,121.55980279692987,Entire home/apt,1204,1,41,2018-10-26,0.71,7,149
1618365,Twin Bunk Bed Room@On My Way Taipei Hostel,4717608,On My Way Taipei Hostel,,北投區,25.13406122497707,121.49970361752828,Private room,1389,1,5,2016-01-23,0.08,4,353
1620557,Maison Du Tianmu (suite 45),8616847,Samuel,,士林區,25.115032675269337,121.52950169222899,Entire home/apt,2439,2,33,2018-11-18,1.01,5,349
1622738,Luxury calming Villa near TAS,8629703,Christine,,士林區,25.130942214328154,121.53210582276522,Entire home/apt,6174,3,2,2018-02-13,0.09,1,265
1625354,MRT(ZhongshanJuniorHighSchool)28T/1two single beds,8642499,Foreverinn,,中山區,25.060846021059945,121.54371845339718,Entire home/apt,1698,1,95,2018-06-01,1.51,14,359
1631691,SUITE Near MRT 3 Minutes by walk 13T5/Double bed,8642499,Foreverinn,,中山區,25.061564611092315,121.54377671113953,Entire home/apt,1513,1,77,2018-01-02,1.22,14,355
1664910,Near MRT Guting station's apartment,8818893,Tzu Hao,,中正區,25.026574211698495,121.52067505422056,Entire home/apt,2161,1,70,2018-08-25,1.15,1,352
1670439,台北Taipei Apt Zhongshan Dist,8843262,Yin,,中山區,25.04861520847514,121.52739450314554,Entire home/apt,1976,1,11,2016-02-03,0.18,6,348
1671130,a boutique house in central taipei,8847227,Koma,,中正區,25.047565654199516,121.5149038031438,Entire home/apt,2161,1,268,2018-10-28,5.43,3,292
1674242,台北Triple room zhongshan dist,8843262,Yin,,中山區,25.048279025208018,121.52926360843504,Entire home/apt,2593,1,27,2016-03-16,0.44,6,348
1675439,台北西門町古奈堡 雙人房    西門町中心捷運只要3分鐘  生活便利 ,8866174,Kevin,,萬華區,25.042479451340025,121.50609413091466,Private room,1791,2,0,,,3,346
1675513,台北西門町古奈堡 四人房 西門町中心捷運,8866174,Kevin,,萬華區,25.043558510244637,121.50590607322185,Private room,2995,2,0,,,3,346
1678780,A)TAIPEI COZY LIVING,8875269,Chelsea,,大安區,25.04417524603834,121.54735521178982,Entire home/apt,3489,2,142,2018-11-18,2.62,2,75
1684297,Doorstep to Metro￨Apartment With Rooftop Pool*TLV,8905818,Jay,,中山區,25.05516830025626,121.53554950760967,Entire home/apt,2470,30,37,2018-10-31,0.61,13,335
1689077,MRT (3 mins walk) Foreverinn 37T6/Double bed/一張大床,8642499,Foreverinn,,中山區,25.061708096229584,121.54334539121106,Entire home/apt,1513,1,77,2018-11-09,1.22,14,359
